Credito,DiffPct,DiffPts,Estrategia,Expiracion,Hora,Lado,Moneyness,P/L,Simbolo,Strikes,precio_actual,score_30min,strikes_GEX,strikes_OI,strikes_Volumen,tendencia_30min,tendencia_corta,total_neg,total_pos,Movimiento_Esperado,Punto_Gravedad,Gamma_Flip,Date
225.0,-0.15,-9.15,VERTICAL,02/19/2025,13:50:40,PUT,OTM,225.0,SPX,6135/6130,6132.51,0.05,"[6120.0, 6150.0]","[6100.0, 6050.0]","[6130.0, 6135.0]",UP,UP,4,220,10.76,6126.03,6115.0,2025-02-19
235.0,-0.15,-9.15,VERTICAL,02/19/2025,13:55:49,PUT,OTM,235.0,SPX,6135/6130,6131.82,0.05,"[6120.0, 6130.0]","[6100.0, 6050.0]","[6130.0, 6135.0]",UP,UP,4,224,11.18,6126.16,6115.0,2025-02-19
250.0,-0.15,-9.15,VERTICAL,02/19/2025,14:00:39,PUT,OTM,250.0,SPX,6135/6130,6130.9,0.05,"[6120.0, 6135.0]","[6100.0, 6050.0]","[6130.0, 6135.0]",UP,UP,4,224,10.45,6126.24,6115.0,2025-02-19
235.0,-0.15,-9.15,VERTICAL,02/19/2025,14:05:48,PUT,OTM,235.0,SPX,6135/6130,6132.2,0.05,"[6120.0, 6135.0]","[6100.0, 6050.0]","[6130.0, 6135.0]",UP,UP,4,220,10.18,6126.38,6115.0,2025-02-19
310.0,-0.07,-4.15,VERTICAL,02/19/2025,14:10:48,PUT,OTM,310.0,SPX,6140/6135,6133.57,0.05,"[6135.0, 6150.0]","[6100.0, 6050.0]","[6130.0, 6135.0]",UP,UP,4,222,8.98,6126.53,6115.0,2025-02-19
245.0,0.01,0.85,VERTICAL,02/19/2025,14:15:45,PUT,ITM P,160.0,SPX,6145/6140,6142.31,0.06,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6135.0]",UP,UP,0,233,10.13,6126.82,6125.0,2025-02-19
0.0,0.0,0.0,,02/19/2025,14:20:42,,,0.0,,,6145.04,0.06,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,238,10.71,6127.33,6130.0,2025-02-19
235.0,0.01,0.85,VERTICAL,02/19/2025,14:25:50,PUT,ITM P,150.0,SPX,6145/6140,6142.51,0.07,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6135.0]",UP,UP,0,240,9.92,6127.92,6125.0,2025-02-19
325.0,0.1,5.85,VERTICAL,02/19/2025,14:30:44,PUT,ITM,-175.0,SPX,6150/6145,6143.06,0.07,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,240,9.08,6128.46,6125.0,2025-02-19
285.0,0.1,5.85,VERTICAL,02/19/2025,14:35:39,PUT,ITM,-215.0,SPX,6150/6145,6144.83,0.08,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,240,8.87,6128.92,6125.0,2025-02-19
285.0,0.1,5.85,VERTICAL,02/19/2025,14:40:48,PUT,ITM,-215.0,SPX,6150/6145,6145.42,0.09,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,236,8.4,6129.43,6130.0,2025-02-19
315.0,0.1,5.85,VERTICAL,02/19/2025,14:45:44,PUT,ITM,-185.0,SPX,6150/6145,6143.86,0.09,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,240,8.19,6129.92,6125.0,2025-02-19
290.0,0.1,5.85,VERTICAL,02/19/2025,14:50:43,PUT,ITM,-210.0,SPX,6150/6145,6144.92,0.09,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,236,8.03,6130.3,6125.0,2025-02-19
270.0,0.1,5.85,VERTICAL,02/19/2025,14:55:42,PUT,ITM,-230.0,SPX,6150/6145,6145.99,0.09,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,236,8.14,6130.79,6130.0,2025-02-19
275.0,0.1,5.85,VERTICAL,02/19/2025,15:00:40,PUT,ITM,-225.0,SPX,6150/6145,6145.54,0.1,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,236,7.88,6131.26,6130.0,2025-02-19
335.0,0.1,5.85,VERTICAL,02/19/2025,15:05:50,PUT,ITM,-165.0,SPX,6150/6145,6143.32,0.1,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6130.0, 6140.0]",UP,UP,0,240,7.74,6131.65,6125.0,2025-02-19
265.0,0.01,0.85,VERTICAL,02/19/2025,15:10:50,PUT,ITM P,180.0,SPX,6145/6140,6140.72,0.1,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6140.0, 6130.0]",UP,UP,0,240,7.93,6131.93,6125.0,2025-02-19
330.0,0.1,5.85,VERTICAL,02/19/2025,15:15:46,PUT,ITM,-170.0,SPX,6150/6145,6143.05,0.09,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6140.0, 6130.0]",UP,UP,0,240,7.03,6132.18,6125.0,2025-02-19
345.0,0.1,5.85,VERTICAL,02/19/2025,15:20:43,PUT,ITM,-155.0,SPX,6150/6145,6142.94,0.1,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6140.0, 6130.0]",UP,UP,0,236,7.17,6132.49,6125.0,2025-02-19
360.0,0.1,5.85,VERTICAL,02/19/2025,15:25:39,PUT,ITM,-140.0,SPX,6150/6145,6141.99,0.1,"[6150.0, 6140.0]","[6100.0, 6050.0]","[6140.0, 6130.0]",UP,UP,0,240,7.35,6132.71,6125.0,2025-02-19
190.0,-0.12,-7.62,VERTICAL,02/20/2025,10:05:47,CALL,ITM,-310.0,SPX,6110/6115,6098.88,-0.05,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6150.0, 6130.0]",DOWN,FLAT,91,20,29.24,6111.02,6080.0,2025-02-20
190.0,-0.21,-12.62,VERTICAL,02/20/2025,10:10:47,CALL,ITM,-310.0,SPX,6105/6110,6093.11,-0.07,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6150.0, 6130.0]",DOWN,FLAT,111,20,31.19,6108.12,6075.0,2025-02-20
180.0,-0.04,-2.62,VERTICAL,02/20/2025,10:15:43,CALL,ITM P,-82.0,SPX,6115/6120,6102.78,-0.07,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6150.0]",DOWN,FLAT,131,20,27.47,6106.51,6085.0,2025-02-20
200.0,-0.04,-2.62,VERTICAL,02/20/2025,10:20:48,CALL,ITM P,-62.0,SPX,6115/6120,6107.65,-0.08,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6150.0]",DOWN,FLAT,150,20,25.61,6106.38,6090.0,2025-02-20
180.0,-0.04,-2.62,VERTICAL,02/20/2025,10:25:46,CALL,ITM P,-82.0,SPX,6115/6120,6104.69,-0.08,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6150.0]",DOWN,FLAT,167,23,26.51,6106.26,6085.0,2025-02-20
210.0,-0.04,-2.62,VERTICAL,02/20/2025,10:30:43,CALL,ITM P,-52.0,SPX,6115/6120,6108.41,-0.07,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6100.0]",DOWN,FLAT,187,23,24.37,6106.2,6090.0,2025-02-20
190.0,-0.04,-2.62,VERTICAL,02/20/2025,10:35:41,CALL,ITM P,-72.0,SPX,6115/6120,6105.97,-0.07,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6100.0]",DOWN,FLAT,202,28,25.33,6106.42,6090.0,2025-02-20
180.0,-0.12,-7.62,VERTICAL,02/20/2025,10:40:40,CALL,ITM,-320.0,SPX,6110/6115,6098.67,-0.07,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6100.0]",DOWN,FLAT,221,12,26.06,6105.94,6080.0,2025-02-20
185.0,-0.12,-7.62,VERTICAL,02/20/2025,10:45:41,CALL,ITM,-315.0,SPX,6110/6115,6100.32,-0.07,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6100.0]",DOWN,DOWN,230,8,24.88,6105.43,6085.0,2025-02-20
195.0,-0.29,-17.62,VERTICAL,02/20/2025,10:50:50,CALL,ITM,-305.0,SPX,6100/6105,6091.71,-0.08,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6100.0]",DOWN,DOWN,230,8,25.9,6104.48,6075.0,2025-02-20
190.0,-0.29,-17.62,VERTICAL,02/20/2025,10:55:49,CALL,ITM,-310.0,SPX,6100/6105,6091.45,-0.08,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6100.0]",DOWN,DOWN,230,8,25.22,6103.41,6075.0,2025-02-20
190.0,-0.29,-17.62,VERTICAL,02/20/2025,11:00:48,CALL,ITM,-310.0,SPX,6100/6105,6091.21,-0.08,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6100.0]",DOWN,DOWN,226,8,25.0,6102.41,6075.0,2025-02-20
175.0,-0.29,-17.62,VERTICAL,02/20/2025,11:05:46,CALL,ITM,-325.0,SPX,6100/6105,6089.59,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6130.0, 6100.0]",DOWN,DOWN,230,8,24.72,6101.66,6070.0,2025-02-20
190.0,-0.21,-12.62,VERTICAL,02/20/2025,11:10:44,CALL,ITM,-310.0,SPX,6105/6110,6097.82,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,230,8,22.09,6101.23,6080.0,2025-02-20
165.0,-0.29,-17.62,VERTICAL,02/20/2025,11:15:43,CALL,ITM,-335.0,SPX,6100/6105,6092.64,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,230,8,24.21,6101.03,6075.0,2025-02-20
180.0,-0.29,-17.62,VERTICAL,02/20/2025,11:20:40,CALL,ITM,-320.0,SPX,6100/6105,6091.68,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,231,8,23.09,6100.57,6075.0,2025-02-20
205.0,-0.29,-17.62,VERTICAL,02/20/2025,11:25:49,CALL,ITM,-295.0,SPX,6100/6105,6094.69,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,234,5,21.87,6100.28,6075.0,2025-02-20
210.0,-0.29,-17.62,VERTICAL,02/20/2025,11:30:47,CALL,ITM,-290.0,SPX,6100/6105,6096.44,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,231,4,21.21,6100.1,6080.0,2025-02-20
180.0,-0.29,-17.62,VERTICAL,02/20/2025,11:35:45,CALL,ITM,-320.0,SPX,6100/6105,6092.84,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,236,0,21.59,6099.82,6075.0,2025-02-20
180.0,-0.29,-17.62,VERTICAL,02/20/2025,11:40:42,CALL,ITM,-320.0,SPX,6100/6105,6091.74,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,236,0,21.82,6099.4,6075.0,2025-02-20
180.0,-0.29,-17.62,VERTICAL,02/20/2025,11:45:50,CALL,ITM,-320.0,SPX,6100/6105,6092.67,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,236,0,21.21,6099.14,6075.0,2025-02-20
220.0,-0.37,-22.62,VERTICAL,02/20/2025,11:50:49,CALL,ITM,-280.0,SPX,6095/6100,6091.47,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,240,0,21.54,6098.85,6075.0,2025-02-20
210.0,-0.37,-22.62,VERTICAL,02/20/2025,11:55:44,CALL,ITM,-290.0,SPX,6095/6100,6090.4,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,236,0,21.21,6098.59,6075.0,2025-02-20
210.0,-0.37,-22.62,VERTICAL,02/20/2025,12:00:43,CALL,ITM,-290.0,SPX,6095/6100,6090.71,-0.1,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,240,0,20.71,6098.32,6075.0,2025-02-20
215.0,-0.29,-17.62,VERTICAL,02/20/2025,12:05:50,CALL,ITM,-285.0,SPX,6100/6105,6096.89,-0.1,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,240,0,19.69,6098.18,6080.0,2025-02-20
190.0,-0.21,-12.62,VERTICAL,02/20/2025,12:10:48,CALL,ITM,-310.0,SPX,6105/6110,6099.52,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,232,2,18.74,6098.21,6080.0,2025-02-20
195.0,-0.21,-12.62,VERTICAL,02/20/2025,12:15:47,CALL,ITM,-305.0,SPX,6105/6110,6100.41,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,DOWN,222,9,18.69,6098.31,6085.0,2025-02-20
220.0,-0.21,-12.62,VERTICAL,02/20/2025,12:20:39,CALL,ITM,-280.0,SPX,6105/6110,6103.0,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,FLAT,211,24,18.01,6098.45,6085.0,2025-02-20
215.0,-0.21,-12.62,VERTICAL,02/20/2025,12:25:49,CALL,ITM,-285.0,SPX,6105/6110,6102.3,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,FLAT,192,39,18.06,6098.6,6085.0,2025-02-20
220.0,-0.21,-12.62,VERTICAL,02/20/2025,12:30:46,CALL,ITM,-280.0,SPX,6105/6110,6102.88,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,FLAT,181,54,17.32,6098.78,6085.0,2025-02-20
230.0,-0.21,-12.62,VERTICAL,02/20/2025,12:35:44,CALL,ITM,-270.0,SPX,6105/6110,6104.26,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,FLAT,166,69,17.01,6098.95,6085.0,2025-02-20
210.0,-0.21,-12.62,VERTICAL,02/20/2025,12:40:43,CALL,ITM,-290.0,SPX,6105/6110,6102.35,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,FLAT,151,84,17.64,6099.1,6085.0,2025-02-20
220.0,-0.21,-12.62,VERTICAL,02/20/2025,12:45:41,CALL,ITM,-280.0,SPX,6105/6110,6103.78,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,FLAT,132,99,17.01,6099.22,6085.0,2025-02-20
240.0,-0.29,-17.62,VERTICAL,02/20/2025,12:50:41,CALL,ITM,-260.0,SPX,6100/6105,6100.02,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,FLAT,117,114,17.59,6099.33,6085.0,2025-02-20
215.0,-0.29,-17.62,VERTICAL,02/20/2025,12:55:41,CALL,ITM,-285.0,SPX,6100/6105,6098.39,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6130.0]",DOWN,FLAT,112,119,17.22,6099.35,6080.0,2025-02-20
230.0,-0.37,-22.62,VERTICAL,02/20/2025,13:00:41,CALL,ITM,-270.0,SPX,6095/6100,6093.95,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6090.0]",DOWN,FLAT,111,119,17.43,6099.26,6075.0,2025-02-20
230.0,-0.37,-22.62,VERTICAL,02/20/2025,13:05:42,CALL,ITM,-270.0,SPX,6095/6100,6094.52,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6090.0]",DOWN,FLAT,111,119,16.85,6099.13,6075.0,2025-02-20
200.0,-0.29,-17.62,VERTICAL,02/20/2025,13:10:42,CALL,ITM,-300.0,SPX,6100/6105,6096.83,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6090.0]",DOWN,FLAT,115,117,15.96,6099.06,6080.0,2025-02-20
210.0,-0.29,-17.62,VERTICAL,02/20/2025,13:15:41,CALL,ITM,-290.0,SPX,6100/6105,6097.96,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,123,110,15.54,6099.04,6080.0,2025-02-20
230.0,-0.37,-22.62,VERTICAL,02/20/2025,13:20:49,CALL,ITM,-270.0,SPX,6095/6100,6094.7,-0.09,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,137,95,15.75,6098.97,6075.0,2025-02-20
220.0,-0.37,-22.62,VERTICAL,02/20/2025,13:25:45,CALL,ITM,-280.0,SPX,6095/6100,6093.77,-0.1,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,151,77,15.33,6098.82,6075.0,2025-02-20
230.0,-0.37,-22.62,VERTICAL,02/20/2025,13:30:47,CALL,ITM,-270.0,SPX,6095/6100,6094.19,-0.1,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,167,65,14.6,6098.73,6075.0,2025-02-20
260.0,-0.37,-22.62,VERTICAL,02/20/2025,13:35:47,CALL,ITM,-240.0,SPX,6095/6100,6097.27,-0.1,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,179,47,14.28,6098.71,6080.0,2025-02-20
210.0,-0.29,-17.62,VERTICAL,02/20/2025,13:40:45,CALL,ITM,-290.0,SPX,6100/6105,6098.79,-0.1,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,189,33,13.55,6098.73,6080.0,2025-02-20
240.0,-0.29,-17.62,VERTICAL,02/20/2025,13:45:43,CALL,ITM,-260.0,SPX,6100/6105,6100.7,-0.1,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,197,23,13.12,6098.76,6085.0,2025-02-20
260.0,-0.37,-22.62,VERTICAL,02/20/2025,13:50:43,CALL,ITM,-240.0,SPX,6095/6100,6097.39,-0.1,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,200,18,13.39,6098.8,6080.0,2025-02-20
260.0,-0.37,-22.62,VERTICAL,02/20/2025,13:55:41,CALL,ITM,-240.0,SPX,6095/6100,6097.49,-0.1,"[6100.0, 6080.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,202,15,13.28,6098.8,6080.0,2025-02-20
235.0,-0.29,-17.62,VERTICAL,02/20/2025,14:00:42,CALL,ITM,-265.0,SPX,6100/6105,6101.16,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,192,22,12.39,6098.86,6085.0,2025-02-20
260.0,-0.29,-17.62,VERTICAL,02/20/2025,14:05:41,CALL,ITM,-240.0,SPX,6100/6105,6102.65,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,176,37,12.18,6098.94,6085.0,2025-02-20
280.0,-0.29,-17.62,VERTICAL,02/20/2025,14:10:29,CALL,ITM,-220.0,SPX,6100/6105,6104.17,-0.1,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,165,51,11.55,6099.04,6085.0,2025-02-20
245.0,-0.21,-12.62,VERTICAL,02/20/2025,14:15:49,CALL,ITM,-255.0,SPX,6105/6110,6106.81,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,150,66,11.86,6099.23,6090.0,2025-02-20
280.0,-0.21,-12.62,VERTICAL,02/20/2025,14:20:48,CALL,ITM,-220.0,SPX,6105/6110,6109.19,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,130,81,11.55,6099.41,6090.0,2025-02-20
245.0,-0.21,-12.62,VERTICAL,02/20/2025,14:25:45,CALL,ITM,-255.0,SPX,6105/6110,6106.62,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,116,96,11.29,6099.62,6090.0,2025-02-20
240.0,-0.21,-12.62,VERTICAL,02/20/2025,14:30:43,CALL,ITM,-260.0,SPX,6105/6110,6106.52,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,99,111,10.82,6099.76,6090.0,2025-02-20
295.0,-0.29,-17.62,VERTICAL,02/20/2025,14:35:42,CALL,ITM,-205.0,SPX,6100/6105,6104.06,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,84,125,10.34,6099.87,6085.0,2025-02-20
260.0,-0.29,-17.62,VERTICAL,02/20/2025,14:40:39,CALL,ITM,-240.0,SPX,6100/6105,6102.45,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,72,137,10.61,6099.95,6085.0,2025-02-20
245.0,-0.21,-12.62,VERTICAL,02/20/2025,14:45:48,CALL,ITM,-255.0,SPX,6105/6110,6107.04,-0.09,"[6100.0, 6105.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,61,144,9.76,6100.05,6090.0,2025-02-20
275.0,-0.12,-7.62,VERTICAL,02/20/2025,14:50:43,CALL,ITM,-225.0,SPX,6110/6115,6114.44,-0.09,"[6100.0, 6120.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,52,150,10.82,6100.26,6095.0,2025-02-20
275.0,-0.12,-7.62,VERTICAL,02/20/2025,14:55:47,CALL,ITM,-225.0,SPX,6110/6115,6113.16,-0.09,"[6100.0, 6110.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,41,165,10.13,6100.53,6095.0,2025-02-20
335.0,-0.21,-12.62,VERTICAL,02/20/2025,15:00:40,CALL,ITM,-165.0,SPX,6105/6110,6112.18,-0.09,"[6100.0, 6110.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,31,173,9.76,6100.76,6095.0,2025-02-20
275.0,-0.12,-7.62,VERTICAL,02/20/2025,15:05:48,CALL,ITM,-225.0,SPX,6110/6115,6113.28,-0.09,"[6100.0, 6110.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,26,170,9.61,6101.02,6095.0,2025-02-20
335.0,-0.21,-12.62,VERTICAL,02/20/2025,15:10:24,CALL,ITM,-165.0,SPX,6105/6110,6111.53,-0.08,"[6100.0, 6110.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,22,171,9.34,6101.21,6095.0,2025-02-20
335.0,-0.21,-12.62,VERTICAL,02/20/2025,15:15:42,CALL,ITM,-165.0,SPX,6105/6110,6110.83,-0.08,"[6100.0, 6110.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,19,171,8.82,6101.4,6095.0,2025-02-20
300.0,-0.12,-7.62,VERTICAL,02/20/2025,15:20:44,CALL,ITM,-200.0,SPX,6110/6115,6114.4,-0.08,"[6115.0, 6120.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,16,174,8.51,6101.6,6095.0,2025-02-20
385.0,-0.21,-12.62,VERTICAL,02/20/2025,15:25:49,CALL,ITM,-115.0,SPX,6105/6110,6113.38,-0.08,"[6100.0, 6110.0]","[6195.0, 6200.0]","[6100.0, 6110.0]",DOWN,FLAT,14,174,8.19,6101.85,6095.0,2025-02-20
180.0,1.53,91.77,VERTICAL,02/21/2025,10:05:41,CALL,OTM,180.0,SPX,6105/6110,6094.52,-0.02,"[6100.0, 6115.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,101,14,26.63,6104.05,6075.0,2025-02-21
165.0,1.61,96.77,VERTICAL,02/21/2025,10:10:39,CALL,OTM,165.0,SPX,6110/6115,6098.24,-0.02,"[6100.0, 6115.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,121,14,25.67,6102.55,6080.0,2025-02-21
175.0,1.53,91.77,VERTICAL,02/21/2025,10:15:49,CALL,OTM,175.0,SPX,6105/6110,6094.3,-0.03,"[6100.0, 6115.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,138,16,25.16,6101.92,6075.0,2025-02-21
165.0,1.53,91.77,VERTICAL,02/21/2025,10:20:48,CALL,OTM,165.0,SPX,6105/6110,6092.91,-0.03,"[6100.0, 6115.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,158,16,24.88,6101.16,6075.0,2025-02-21
155.0,1.44,86.77,VERTICAL,02/21/2025,10:25:47,CALL,OTM,155.0,SPX,6100/6105,6087.46,-0.03,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,178,16,25.73,6099.91,6070.0,2025-02-21
175.0,1.36,81.77,VERTICAL,02/21/2025,10:30:49,CALL,OTM,175.0,SPX,6095/6100,6083.68,-0.04,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,198,16,26.12,6097.96,6065.0,2025-02-21
190.0,1.28,76.77,VERTICAL,02/21/2025,10:35:49,CALL,OTM,190.0,SPX,6090/6095,6080.88,-0.04,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,218,16,26.01,6096.15,6065.0,2025-02-21
190.0,1.28,76.77,VERTICAL,02/21/2025,10:40:50,CALL,OTM,190.0,SPX,6090/6095,6081.23,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,226,12,25.84,6094.71,6065.0,2025-02-21
180.0,1.19,71.77,VERTICAL,02/21/2025,10:45:50,CALL,OTM,180.0,SPX,6085/6090,6076.44,-0.06,"[6100.0, 6050.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,231,7,25.56,6093.16,6060.0,2025-02-21
170.0,1.28,76.77,VERTICAL,02/21/2025,10:50:39,CALL,OTM,170.0,SPX,6090/6095,6078.94,-0.06,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,237,2,25.22,6092.03,6060.0,2025-02-21
190.0,1.19,71.77,VERTICAL,02/21/2025,10:55:50,CALL,OTM,190.0,SPX,6085/6090,6077.65,-0.06,"[6100.0, 6050.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,237,2,24.66,6091.01,6060.0,2025-02-21
160.0,1.36,81.77,VERTICAL,02/21/2025,11:00:39,CALL,OTM,160.0,SPX,6095/6100,6084.01,-0.06,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,237,2,23.6,6090.27,6065.0,2025-02-21
165.0,1.28,76.77,VERTICAL,02/21/2025,11:05:40,CALL,OTM,165.0,SPX,6090/6095,6079.59,-0.06,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,237,2,23.77,6089.85,6060.0,2025-02-21
