Credito,DiffPct,DiffPts,Estrategia,Expiracion,Hora,Lado,Moneyness,P/L,Simbolo,Strikes,precio_actual,score_30min,strikes_GEX,strikes_OI,strikes_Volumen,tendencia_30min,tendencia_corta,total_neg,total_pos,Movimiento_Esperado,Punto_Gravedad,Gamma_Flip,Date
150.0,1.28,76.77,VERTICAL,02/21/2025,11:10:39,CALL,OTM,150.0,SPX,6090/6095,6077.05,-0.06,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,237,2,24.16,6089.32,6060.0,2025-02-21
170.0,1.36,81.77,VERTICAL,02/21/2025,11:15:42,CALL,OTM,170.0,SPX,6095/6100,6084.92,-0.06,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,236,0,22.76,6088.95,6065.0,2025-02-21
185.0,1.36,81.77,VERTICAL,02/21/2025,11:20:41,CALL,OTM,185.0,SPX,6095/6100,6087.39,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,237,1,22.09,6088.9,6070.0,2025-02-21
165.0,1.36,81.77,VERTICAL,02/21/2025,11:25:40,CALL,OTM,165.0,SPX,6095/6100,6086.83,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,231,6,21.26,6089.01,6070.0,2025-02-21
170.0,1.28,76.77,VERTICAL,02/21/2025,11:30:40,CALL,OTM,170.0,SPX,6090/6095,6082.01,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,226,7,21.6,6088.82,6065.0,2025-02-21
220.0,1.28,76.77,VERTICAL,02/21/2025,11:35:40,CALL,OTM,220.0,SPX,6090/6095,6087.01,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,225,8,20.71,6088.71,6070.0,2025-02-21
170.0,1.36,81.77,VERTICAL,02/21/2025,11:40:43,CALL,OTM,170.0,SPX,6095/6100,6087.26,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,DOWN,218,10,20.33,6088.76,6070.0,2025-02-21
175.0,1.28,76.77,VERTICAL,02/21/2025,11:45:45,CALL,OTM,175.0,SPX,6090/6095,6082.76,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6120.0]",DOWN,FLAT,213,12,20.27,6088.69,6065.0,2025-02-21
195.0,1.19,71.77,VERTICAL,02/21/2025,11:50:48,CALL,OTM,195.0,SPX,6085/6090,6080.18,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,FLAT,213,12,20.55,6088.46,6065.0,2025-02-21
200.0,1.19,71.77,VERTICAL,02/21/2025,11:55:39,CALL,OTM,200.0,SPX,6085/6090,6080.6,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,FLAT,217,12,20.06,6088.13,6065.0,2025-02-21
180.0,1.28,76.77,VERTICAL,02/21/2025,12:00:43,CALL,OTM,180.0,SPX,6090/6095,6082.43,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,FLAT,213,12,19.9,6087.97,6065.0,2025-02-21
185.0,1.28,76.77,VERTICAL,02/21/2025,12:05:41,CALL,OTM,185.0,SPX,6090/6095,6084.4,-0.05,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,FLAT,213,12,19.27,6087.88,6065.0,2025-02-21
180.0,1.19,71.77,VERTICAL,02/21/2025,12:10:41,CALL,OTM,180.0,SPX,6085/6090,6079.02,-0.06,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,FLAT,212,12,19.32,6087.77,6060.0,2025-02-21
215.0,1.11,66.77,VERTICAL,02/21/2025,12:15:40,CALL,OTM,215.0,SPX,6080/6085,6076.63,-0.06,"[6100.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,FLAT,216,12,20.0,6087.46,6060.0,2025-02-21
180.0,1.03,61.77,VERTICAL,02/21/2025,12:20:49,CALL,OTM,180.0,SPX,6075/6080,6067.29,-0.06,"[6050.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,219,11,21.38,6086.9,6050.0,2025-02-21
180.0,1.11,66.77,VERTICAL,02/21/2025,12:25:48,CALL,OTM,180.0,SPX,6080/6085,6072.4,-0.06,"[6050.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,222,5,20.16,6086.12,6055.0,2025-02-21
200.0,1.03,61.77,VERTICAL,02/21/2025,12:30:49,CALL,OTM,200.0,SPX,6075/6080,6069.93,-0.06,"[6050.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,222,5,20.06,6085.49,6050.0,2025-02-21
175.0,1.03,61.77,VERTICAL,02/21/2025,12:35:48,CALL,OTM,175.0,SPX,6075/6080,6067.65,-0.07,"[6050.0, 6075.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,225,4,20.33,6084.78,6050.0,2025-02-21
170.0,0.94,56.77,VERTICAL,02/21/2025,12:40:46,CALL,OTM,170.0,SPX,6070/6075,6061.02,-0.07,"[6050.0, 6040.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,232,1,21.66,6083.8,6045.0,2025-02-21
170.0,0.94,56.77,VERTICAL,02/21/2025,12:45:44,CALL,OTM,170.0,SPX,6070/6075,6061.43,-0.07,"[6050.0, 6055.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,239,0,21.16,6082.96,6045.0,2025-02-21
190.0,0.86,51.77,VERTICAL,02/21/2025,12:50:41,CALL,OTM,190.0,SPX,6065/6070,6058.77,-0.07,"[6050.0, 6040.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,239,0,21.27,6082.09,6040.0,2025-02-21
180.0,0.86,51.77,VERTICAL,02/21/2025,12:55:49,CALL,OTM,180.0,SPX,6065/6070,6056.99,-0.07,"[6050.0, 6040.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,239,0,21.88,6081.06,6040.0,2025-02-21
185.0,0.78,46.77,VERTICAL,02/21/2025,13:00:39,CALL,OTM,185.0,SPX,6060/6065,6051.35,-0.08,"[6050.0, 6040.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,239,0,23.77,6079.95,6035.0,2025-02-21
195.0,0.69,41.77,VERTICAL,02/21/2025,13:05:43,CALL,OTM,195.0,SPX,6055/6060,6046.54,-0.08,"[6050.0, 6030.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,236,0,26.19,6078.56,6030.0,2025-02-21
180.0,0.61,36.77,VERTICAL,02/21/2025,13:10:42,CALL,OTM,180.0,SPX,6050/6055,6040.31,-0.08,"[6030.0, 6000.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,236,0,25.51,6077.1,6025.0,2025-02-21
180.0,0.69,41.77,VERTICAL,02/21/2025,13:15:39,CALL,OTM,180.0,SPX,6055/6060,6046.08,-0.08,"[6030.0, 6040.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,240,0,24.5,6075.62,6030.0,2025-02-21
185.0,0.61,36.77,VERTICAL,02/21/2025,13:20:48,CALL,OTM,185.0,SPX,6050/6055,6042.54,-0.08,"[6030.0, 6050.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,240,0,23.49,6074.35,6025.0,2025-02-21
155.0,0.69,41.77,VERTICAL,02/21/2025,13:25:44,CALL,OTM,155.0,SPX,6055/6060,6043.03,-0.08,"[6030.0, 6050.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,240,0,23.77,6072.92,6025.0,2025-02-21
175.0,0.53,31.77,VERTICAL,02/21/2025,13:30:40,CALL,OTM,175.0,SPX,6045/6050,6034.81,-0.08,"[6030.0, 6000.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,240,0,24.06,6071.68,6015.0,2025-02-21
170.0,0.53,31.77,VERTICAL,02/21/2025,13:35:47,CALL,OTM,170.0,SPX,6045/6050,6035.81,-0.08,"[6030.0, 6000.0]","[6150.0, 6000.0]","[6100.0, 6080.0]",DOWN,DOWN,240,0,24.22,6070.15,6020.0,2025-02-21
160.0,0.61,36.77,VERTICAL,02/21/2025,13:40:47,CALL,OTM,160.0,SPX,6050/6055,6039.55,-0.08,"[6030.0, 6000.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,240,0,23.38,6069.06,6020.0,2025-02-21
175.0,0.45,26.77,VERTICAL,02/21/2025,13:45:44,CALL,OTM,175.0,SPX,6040/6045,6032.89,-0.08,"[6030.0, 6000.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,236,0,22.72,6067.96,6015.0,2025-02-21
150.0,0.53,31.77,VERTICAL,02/21/2025,13:50:40,CALL,OTM,150.0,SPX,6045/6050,6033.9,-0.08,"[6030.0, 6010.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,240,0,21.72,6066.82,6015.0,2025-02-21
150.0,0.53,31.77,VERTICAL,02/21/2025,13:55:46,CALL,OTM,150.0,SPX,6045/6050,6035.36,-0.08,"[6030.0, 6040.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,236,0,21.55,6065.71,6020.0,2025-02-21
165.0,0.45,26.77,VERTICAL,02/21/2025,14:00:44,CALL,OTM,165.0,SPX,6040/6045,6031.99,-0.07,"[6030.0, 6000.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,236,0,20.06,6064.69,6015.0,2025-02-21
175.0,0.36,21.77,VERTICAL,02/21/2025,14:05:42,CALL,OTM,175.0,SPX,6035/6040,6027.54,-0.08,"[6010.0, 6030.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,240,0,20.28,6063.53,6010.0,2025-02-21
195.0,0.36,21.77,VERTICAL,02/21/2025,14:10:40,CALL,OTM,195.0,SPX,6035/6040,6031.14,-0.08,"[6030.0, 6010.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,240,0,18.48,6062.5,6015.0,2025-02-21
170.0,0.45,26.77,VERTICAL,02/21/2025,14:15:48,CALL,OTM,170.0,SPX,6040/6045,6033.89,-0.07,"[6030.0, 6040.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,236,0,18.27,6061.53,6015.0,2025-02-21
190.0,0.28,16.77,VERTICAL,02/21/2025,14:20:42,CALL,OTM,190.0,SPX,6030/6035,6025.39,-0.07,"[6010.0, 6030.0]","[6150.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,236,0,18.06,6060.57,6010.0,2025-02-21
175.0,0.2,11.77,VERTICAL,02/21/2025,14:25:49,CALL,OTM,175.0,SPX,6025/6030,6017.95,-0.07,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,240,0,19.32,6059.37,6000.0,2025-02-21
205.0,0.11,6.77,VERTICAL,02/21/2025,14:30:47,CALL,OTM,205.0,SPX,6020/6025,6016.02,-0.07,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,236,0,19.9,6057.99,6000.0,2025-02-21
185.0,0.11,6.77,VERTICAL,02/21/2025,14:35:47,CALL,OTM,185.0,SPX,6020/6025,6014.71,-0.07,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,240,0,19.79,6056.67,5995.0,2025-02-21
195.0,0.03,1.77,VERTICAL,02/21/2025,14:40:44,CALL,OTM,195.0,SPX,6015/6020,6010.76,-0.07,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6100.0, 6050.0]",DOWN,DOWN,240,0,18.9,6055.22,5995.0,2025-02-21
170.0,0.11,6.77,VERTICAL,02/21/2025,14:45:41,CALL,OTM,170.0,SPX,6020/6025,6013.54,-0.07,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,240,0,18.53,6053.85,5995.0,2025-02-21
190.0,0.11,6.77,VERTICAL,02/21/2025,14:50:39,CALL,OTM,190.0,SPX,6020/6025,6016.34,-0.07,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,240,0,17.48,6052.63,6000.0,2025-02-21
200.0,0.11,6.77,VERTICAL,02/21/2025,14:55:46,CALL,OTM,200.0,SPX,6020/6025,6017.09,-0.07,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,240,0,16.75,6051.58,6000.0,2025-02-21
180.0,0.11,6.77,VERTICAL,02/21/2025,15:00:43,CALL,OTM,180.0,SPX,6020/6025,6015.74,-0.07,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,240,0,16.07,6050.64,6000.0,2025-02-21
220.0,0.03,1.77,VERTICAL,02/21/2025,15:05:41,CALL,OTM,220.0,SPX,6015/6020,6014.95,-0.06,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,240,0,15.23,6049.68,5995.0,2025-02-21
235.0,-0.05,-3.23,VERTICAL,02/21/2025,15:10:50,CALL,ITM P,-88.0,SPX,6010/6015,6010.82,-0.06,"[6000.0, 6010.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,240,0,14.7,6048.59,5995.0,2025-02-21
230.0,0.03,1.77,VERTICAL,02/21/2025,15:15:46,CALL,OTM,230.0,SPX,6015/6020,6015.83,-0.06,"[6010.0, 6000.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,240,0,14.18,6047.62,6000.0,2025-02-21
235.0,0.03,1.77,VERTICAL,02/21/2025,15:20:43,CALL,OTM,235.0,SPX,6015/6020,6016.26,-0.06,"[6010.0, 6000.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,240,0,13.44,6046.79,6000.0,2025-02-21
250.0,0.03,1.77,VERTICAL,02/21/2025,15:25:50,CALL,OTM,250.0,SPX,6015/6020,6017.93,-0.06,"[6010.0, 6000.0]","[5900.0, 6000.0]","[6050.0, 6100.0]",DOWN,DOWN,236,0,13.18,6046.05,6000.0,2025-02-21
175.0,0.36,21.72,VERTICAL,02/24/2025,10:05:41,CALL,OTM,175.0,SPX,6005/6010,5984.03,-0.08,"[5965.0, 5975.0]","[6050.0, 5965.0]","[6000.0, 5990.0]",DOWN,FLAT,109,7,40.63,6004.08,5965.0,2025-02-24
165.0,0.53,31.72,VERTICAL,02/24/2025,10:10:44,CALL,OTM,165.0,SPX,6015/6020,5995.47,-0.09,"[5965.0, 5975.0]","[6050.0, 5965.0]","[6000.0, 5975.0]",DOWN,FLAT,129,7,37.24,5999.73,5980.0,2025-02-24
180.0,0.61,36.72,VERTICAL,02/24/2025,10:15:47,CALL,OTM,180.0,SPX,6020/6025,6004.77,-0.1,"[6010.0, 5965.0]","[6050.0, 5965.0]","[6000.0, 5975.0]",DOWN,DOWN,148,7,34.24,5998.94,5985.0,2025-02-24
175.0,0.53,31.72,VERTICAL,02/24/2025,10:20:49,CALL,OTM,175.0,SPX,6015/6020,5997.77,-0.1,"[5965.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 5975.0]",DOWN,FLAT,166,9,35.41,5998.55,5980.0,2025-02-24
165.0,0.61,36.72,VERTICAL,02/24/2025,10:25:41,CALL,OTM,165.0,SPX,6020/6025,6002.39,-0.1,"[6010.0, 5990.0]","[6050.0, 5965.0]","[6000.0, 6050.0]",DOWN,DOWN,186,9,33.08,5998.4,5985.0,2025-02-24
170.0,0.45,26.72,VERTICAL,02/24/2025,10:30:44,CALL,OTM,170.0,SPX,6010/6015,5994.12,-0.1,"[5965.0, 5975.0]","[6050.0, 5965.0]","[6000.0, 6050.0]",DOWN,DOWN,206,9,33.43,5997.47,5975.0,2025-02-24
175.0,0.45,26.72,VERTICAL,02/24/2025,10:35:46,CALL,OTM,175.0,SPX,6010/6015,5994.97,-0.1,"[5990.0, 5965.0]","[6050.0, 5965.0]","[6000.0, 6050.0]",DOWN,DOWN,226,9,32.04,5996.67,5975.0,2025-02-24
170.0,0.45,26.72,VERTICAL,02/24/2025,10:40:48,CALL,OTM,170.0,SPX,6010/6015,5993.72,-0.1,"[5965.0, 5990.0]","[6050.0, 5965.0]","[6000.0, 6050.0]",DOWN,DOWN,234,5,31.05,5995.83,5975.0,2025-02-24
185.0,0.36,21.72,VERTICAL,02/24/2025,10:45:41,CALL,OTM,185.0,SPX,6005/6010,5991.96,-0.1,"[5965.0, 5990.0]","[6050.0, 5965.0]","[6000.0, 5990.0]",DOWN,DOWN,233,2,30.54,5995.21,5975.0,2025-02-24
185.0,0.36,21.72,VERTICAL,02/24/2025,10:50:43,CALL,OTM,185.0,SPX,6005/6010,5993.17,-0.1,"[5965.0, 5990.0]","[6050.0, 5965.0]","[6000.0, 5990.0]",DOWN,DOWN,233,2,29.22,5994.53,5975.0,2025-02-24
160.0,0.28,16.72,VERTICAL,02/24/2025,10:55:46,CALL,OTM,160.0,SPX,6000/6005,5984.13,-0.1,"[5965.0, 5975.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,DOWN,237,2,29.85,5993.66,5965.0,2025-02-24
160.0,0.36,21.72,VERTICAL,02/24/2025,11:00:50,CALL,OTM,160.0,SPX,6005/6010,5990.21,-0.1,"[5965.0, 5975.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,DOWN,237,2,28.25,5992.85,5975.0,2025-02-24
180.0,0.36,21.72,VERTICAL,02/24/2025,11:05:42,CALL,OTM,180.0,SPX,6005/6010,5993.66,-0.11,"[5965.0, 5990.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,DOWN,233,2,27.0,5992.61,5975.0,2025-02-24
185.0,0.36,21.72,VERTICAL,02/24/2025,11:10:45,CALL,OTM,185.0,SPX,6005/6010,5995.68,-0.11,"[5990.0, 6010.0]","[6050.0, 5965.0]","[5950.0, 6000.0]",DOWN,DOWN,229,4,26.65,5992.65,5980.0,2025-02-24
165.0,0.45,26.72,VERTICAL,02/24/2025,11:15:48,CALL,OTM,165.0,SPX,6010/6015,5998.52,-0.1,"[6010.0, 5990.0]","[6050.0, 5965.0]","[5950.0, 6000.0]",DOWN,DOWN,227,6,25.36,5992.72,5980.0,2025-02-24
170.0,0.53,31.72,VERTICAL,02/24/2025,11:20:50,CALL,OTM,170.0,SPX,6015/6020,6004.61,-0.1,"[6010.0, 5990.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,DOWN,221,11,24.96,5993.01,5985.0,2025-02-24
185.0,0.53,31.72,VERTICAL,02/24/2025,11:25:43,CALL,OTM,185.0,SPX,6015/6020,6006.65,-0.1,"[6010.0, 5990.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,206,26,25.3,5993.38,5990.0,2025-02-24
185.0,0.7,41.72,VERTICAL,02/24/2025,11:30:46,CALL,OTM,185.0,SPX,6025/6030,6016.69,-0.09,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,187,44,25.46,5994.15,6000.0,2025-02-24
180.0,0.7,41.72,VERTICAL,02/24/2025,11:35:48,CALL,OTM,180.0,SPX,6025/6030,6016.69,-0.08,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,171,64,24.4,5994.93,6000.0,2025-02-24
180.0,0.61,36.72,VERTICAL,02/24/2025,11:40:40,CALL,OTM,180.0,SPX,6020/6025,6010.72,-0.08,"[6010.0, 6000.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,147,83,24.62,5995.54,5995.0,2025-02-24
160.0,0.78,46.72,VERTICAL,02/24/2025,11:45:42,CALL,OTM,160.0,SPX,6030/6035,6019.99,-0.07,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,127,102,24.23,5996.25,6000.0,2025-02-24
175.0,0.7,41.72,VERTICAL,02/24/2025,11:50:44,CALL,OTM,175.0,SPX,6025/6030,6016.36,-0.07,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,107,122,23.56,5997.05,6000.0,2025-02-24
185.0,0.7,41.72,VERTICAL,02/24/2025,11:55:48,CALL,OTM,185.0,SPX,6025/6030,6017.58,-0.06,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,91,142,22.83,5997.71,6000.0,2025-02-24
195.0,0.61,36.72,VERTICAL,02/24/2025,12:00:41,CALL,OTM,195.0,SPX,6020/6025,6014.03,-0.06,"[6010.0, 6000.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,67,162,22.5,5998.25,5995.0,2025-02-24
170.0,0.78,46.72,VERTICAL,02/24/2025,12:05:44,CALL,OTM,170.0,SPX,6030/6035,6021.14,-0.06,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 5950.0]",DOWN,FLAT,47,182,21.94,5998.89,6005.0,2025-02-24
185.0,0.7,41.72,VERTICAL,02/24/2025,12:10:15,CALL,OTM,185.0,SPX,6025/6030,6018.09,-0.06,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,FLAT,35,200,21.55,5999.39,6000.0,2025-02-24
210.0,0.7,41.72,VERTICAL,02/24/2025,12:15:43,CALL,OTM,210.0,SPX,6025/6030,6020.44,-0.06,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,FLAT,15,217,20.83,5999.96,6005.0,2025-02-24
190.0,0.86,51.72,VERTICAL,02/24/2025,12:20:46,CALL,OTM,190.0,SPX,6035/6040,6028.95,-0.05,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,5,228,20.39,6000.7,6010.0,2025-02-24
195.0,0.78,46.72,VERTICAL,02/24/2025,12:25:48,CALL,OTM,195.0,SPX,6030/6035,6024.69,-0.05,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,1,236,19.95,6001.47,6005.0,2025-02-24
185.0,0.78,46.72,VERTICAL,02/24/2025,12:30:40,CALL,OTM,185.0,SPX,6030/6035,6024.32,-0.05,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,238,19.48,6002.18,6005.0,2025-02-24
230.0,0.7,41.72,VERTICAL,02/24/2025,12:35:43,CALL,OTM,230.0,SPX,6025/6030,6022.19,-0.05,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,234,19.95,6002.73,6005.0,2025-02-24
210.0,0.78,46.72,VERTICAL,02/24/2025,12:40:46,CALL,OTM,210.0,SPX,6030/6035,6026.79,-0.04,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,236,19.01,6003.41,6010.0,2025-02-24
200.0,0.86,51.72,VERTICAL,02/24/2025,12:45:48,CALL,OTM,200.0,SPX,6035/6040,6030.87,-0.04,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,18.17,6004.13,6015.0,2025-02-24
220.0,0.78,46.72,VERTICAL,02/24/2025,12:50:41,CALL,OTM,220.0,SPX,6030/6035,6027.68,-0.04,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,17.9,6004.77,6010.0,2025-02-24
200.0,0.78,46.72,VERTICAL,02/24/2025,12:55:44,CALL,OTM,200.0,SPX,6030/6035,6025.36,-0.04,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,236,18.38,6005.34,6010.0,2025-02-24
200.0,0.7,41.72,VERTICAL,02/24/2025,13:00:50,CALL,OTM,200.0,SPX,6025/6030,6020.48,-0.04,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,18.48,6005.78,6005.0,2025-02-24
200.0,0.7,41.72,VERTICAL,02/24/2025,13:05:42,CALL,OTM,200.0,SPX,6025/6030,6021.25,-0.05,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,18.06,6006.17,6005.0,2025-02-24
235.0,0.7,41.72,VERTICAL,02/24/2025,13:10:46,CALL,OTM,235.0,SPX,6025/6030,6024.07,-0.05,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,236,16.96,6006.6,6005.0,2025-02-24
240.0,0.7,41.72,VERTICAL,02/24/2025,13:15:49,CALL,OTM,240.0,SPX,6025/6030,6024.35,-0.05,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,16.33,6007.01,6005.0,2025-02-24
220.0,0.78,46.72,VERTICAL,02/24/2025,13:20:40,CALL,OTM,220.0,SPX,6030/6035,6028.13,-0.05,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,16.01,6007.54,6010.0,2025-02-24
230.0,0.78,46.72,VERTICAL,02/24/2025,13:25:42,CALL,OTM,230.0,SPX,6030/6035,6028.74,-0.05,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,236,15.59,6008.0,6010.0,2025-02-24
210.0,0.78,46.72,VERTICAL,02/24/2025,13:30:46,CALL,OTM,210.0,SPX,6030/6035,6027.79,-0.05,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,236,14.96,6008.52,6010.0,2025-02-24
250.0,0.7,41.72,VERTICAL,02/24/2025,13:35:49,CALL,OTM,250.0,SPX,6025/6030,6025.48,-0.05,"[6010.0, 6050.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,15.02,6008.95,6010.0,2025-02-24
235.0,0.78,46.72,VERTICAL,02/24/2025,13:40:42,CALL,OTM,235.0,SPX,6030/6035,6029.54,-0.05,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,13.96,6009.39,6010.0,2025-02-24
225.0,0.78,46.72,VERTICAL,02/24/2025,13:45:48,CALL,OTM,225.0,SPX,6030/6035,6029.28,-0.05,"[6050.0, 6010.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,13.23,6009.84,6010.0,2025-02-24
275.0,0.61,36.72,VERTICAL,02/24/2025,13:50:42,CALL,OTM,275.0,SPX,6020/6025,6022.92,-0.05,"[6010.0, 6020.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,14.12,6010.19,6005.0,2025-02-24
230.0,0.7,41.72,VERTICAL,02/24/2025,13:55:47,CALL,OTM,230.0,SPX,6025/6030,6024.25,-0.05,"[6010.0, 6020.0]","[6050.0, 5965.0]","[6000.0, 6020.0]",DOWN,UP,0,240,13.39,6010.48,6005.0,2025-02-24
